日期,序号,模版名称,模版字数,模版关键词提取：主体信息,模版关键词提取：标的,模版关键词提取：价款与支付信息,模版关键词提取：交易,关键词串联：主体信息,关键词串联：标的,关键词串联：价款与支付信息,关键词串联：交易,模版标准度打分,合同类型,合同类型-一级,合同类型-二级,备注
20250401,58,58_设立外商投资有限公司合同,5945,中外合资|有限公司|企业法人|注册地|法定代表人,外商投资|有限公司|经营企业|合资经营|注册资本,投资总额|注册资本|出资额|出资比例|出资方式|外汇汇率|缴款期限,经营目的|经营范围|经营规模|设备购买|产品销售|商标使用|董事会|董事名额|董事长|副董事长|经营管理|总经理|副总经理|劳动管理|工会组织|税务财务|审计制度|合营期限|财产处理|保险事宜|合同修改|违约责任|不可抗力|适用法律|争议解决|合同文字|合同生效,本合同主体为中外合资双方，均为依法设立的有限公司，具有企业法人资格。合资公司的注册地及法定代表人的相关信息在合同中具体列明，双方应按照各自国家法律履行相关登记手续。,本合同标的为中外双方共同投资设立一家合资经营有限公司，该企业为具有独立法人资格的经营企业。合资公司的注册资本由双方共同出资构成，具体金额和比例在合同中明确约定。,合同价款涉及投资总额、注册资本及各方的出资额、出资比例等。出资方式包括现金、实物等多种形式，涉及外汇的按约定汇率折算。各方应严格按照合同规定的缴款期限完成出资义务，逾期将承担相应违约责任。,本合同交易条款全面规范合资公司的经营管理，包括经营目的、范围及规模；设备采购与产品销售安排；商标使用授权；董事会构成（含董事名额分配及董事长、副董事长人选）；高级管理人员（总经理、副总经理）任命；劳动管理及工会组织；税务财务制度与审计要求；合营期限及期满财产处理；保险事宜；合同修改程序；违约责任认定；不可抗力处理；适用法律选择；争议解决机制（协商或仲裁）；合同文字效力（中英文版本）；以及合同生效条件等核心内容。,125,企业组织经营合同--中外合资经营合同,企业组织经营合同,中外合资经营合同,
20250401,59,59_来件装配协议书（轻工）,1797,进出口|分公司|无线电|香港|有限公司|装配厂|供应商|制造商|合作方,收音机|电子钟|装配费|元器件|包装物|检验仪|设备款|加工费|成品货,分期付|加工费|设备款|运费|卸货费|工资款|生活费|对价款|偿付款,厂房图|施工计|设备安|元件运|试装期|正式装|损耗率|交货期|运费担|卸货担|技术指|生产期|质量责|延期责|技术交|设备调|自然损|品种异|工序繁|款式多|竞争强|成本降|元件产|仪器供|确认准|平面图|安装图|三个月|一个月,本合同由香港某有限公司及其分公司作为进出口方，与国内无线电装配厂合作，供应商与制造商作为合作方共同参与本项目的实施。,本合同标的包括收音机、电子钟等成品货的生产与交付，涉及元器件采购、装配费、加工费等具体项目，同时包含检验仪等设备款及包装物相关费用。,项目总价款包含设备款、加工费等多项费用，采用分期付方式支付，具体包括对价款、偿付款等款项，同时明确运费、卸货费、工资款及生活费等支付细则。,合同约定三个月试装期后进入正式装生产期，明确厂房图、施工计等图纸要求，规定元件运、设备安等流程，技术交、设备调等技术支持条款，以及质量责、延期责等责任划分。特别约定了自然损、品种异等特殊情况处理，工序繁、款式多等生产要求，竞争强、成本降等经营目标，元件产、仪器供等供应链保障，确认准、平面图等技术标准，一个月交货期等时间节点，以及运费担、卸货担等费用分担方式。,80,加工承揽合同--加工合同,加工承揽合同,加工合同,
20250401,60,60_中外合资经营企业合同(适用于举办制造厂),4481,中国公司|外国公司|合资方|技术方|投资方,制造厂|合资企业|生产产品|经营范围|生产规模,注册资本|出资比例|现金出资|实物出资|分期缴付,董事会|总经理|经营管理|财务会计|劳动管理|采购设备|纳税义务|保险计划|违约责任|不可抗力|争议解决|适用法律|合同变更|合同解除|合同生效|合同附件,本合同主体包括中国公司（甲方）与外国公司（乙方），双方作为合资方共同设立合资企业。技术方负责提供生产技术支持，投资方按约定投入资金及资源，确保合资企业顺利运营。,本合同标的为设立一家制造厂，该厂为中外合资企业，主要生产产品包括XX系列产品。合资企业的经营范围涵盖生产、销售及相关配套服务，生产规模初步规划为年产XX万台/套，具体产能可根据市场需求调整。,合资企业的注册资本为XX万元人民币，出资比例为中国公司占XX%，外国公司占XX%。出资方式包括现金出资和实物出资，双方同意分期缴付注册资本，具体缴付时间及金额详见合同附件。,合资企业设立董事会作为最高权力机构，总经理由董事会任命，负责日常经营管理。财务会计制度按中国相关法规执行，劳动管理遵循当地劳动法规定。合资企业负责采购设备并承担纳税义务，同时需制定保险计划以规避风险。违约责任条款明确违约方需承担相应责任，不可抗力情形下可部分或全部免除责任。争议解决方式为协商或仲裁，适用法律为中国法律。合同变更或解除需经双方书面同意，合同自双方签字盖章后生效，合同附件与本合同具有同等法律效力。,113,企业组织经营合同--中外合资经营合同,企业组织经营合同,中外合资经营合同,
20250401,61,61_雷诺士烟草国际(亚太地区)有限公司华美卷烟有限公司商标许可证合同,7187,许证方|受证方|合资|制造|销售,商标|卷烟|牌号|注册|授权,使用费|美元|汇款|预扣|代缴,质量标准|规格|批准|生产|销售|广告|推销|配方|制造|包装|标签|箱盒|组成|材料|监督|检查|授权,本合同主体为许证方与受证方，双方通过合资形式开展合作，涉及卷烟制造与销售业务的授权关系,本合同标的为卷烟商标的注册与授权事宜，具体包括牌号商标的使用权及相关知识产权授权事项,合同价款以美元计价，受证方应按时支付商标使用费，通过银行汇款方式结算，并按规定预扣和代缴相关税费,交易条款涵盖卷烟生产的质量标准与规格要求，需经批准后方可生产销售；包括广告推销方案、产品配方、制造工艺、包装设计（含标签、箱盒等）、材料组成等具体规范；许证方保留监督检查权，受证方须在授权范围内开展经营活动,125,技术合同--技术许可合同,技术合同,技术许可合同,
20250401,62,62_商业秘密转让合同,2505,商业秘密|技术转让|合作期限|合资经营|生产期限|补偿能力|外汇平衡|商标使用|包装要求|税费承担,技术名称|技术资料|设计图纸|生产技术|制造工艺|质量控制|试验安装|调试维修|产品图纸|技术秘密|技术文件|合作生产|补偿贸易|零部件|主机返销,美元支付|现金支付|银行保函|商业发票|即期汇票|空运提单|净产值|提成费|返销产品|补偿贸易|支付进度|支付方式|支付期限|费用结算|外汇结算,资料交付|技术审核|资料验证|完整性|正确性|清晰性|优惠价格|零部件|主机试制|试验合格|最新技术|技术成果|商标序号|铭牌标明|包装要求|防潮防震|唛头标识|装箱单|毛重净重|尺码品名|技术保密|剩余费用|合资投资|生产终止|协商解决,本合同为商业秘密保护下的技术转让协议，合作期限为十年，采用合资经营模式。乙方需确保生产期限内的补偿能力及外汇平衡，同时遵守双方约定的商标使用规范。产品包装需符合防潮防震要求，相关税费由双方按约定比例承担。,本合同涉及的技术转让内容包括技术名称、技术资料、设计图纸、生产技术、制造工艺及质量控制标准等全套技术文件。合作双方将基于产品图纸和技术秘密开展合作生产，采用补偿贸易方式，由甲方提供零部件并由乙方负责主机返销。所有试验安装、调试维修环节均需按照合同约定的技术标准执行。,合同价款以美元支付，分阶段通过现金支付、银行保函或即期汇票结算。甲方需提供商业发票及空运提单作为支付凭证。支付进度按净产值及提成费计算，返销产品将用于补偿贸易。剩余费用需在支付期限内完成外汇结算，具体支付方式由双方另行协商确定。,技术资料交付后，乙方需进行技术审核及资料验证，确保其完整性、正确性和清晰性。甲方承诺以优惠价格提供零部件，并协助乙方完成主机试制直至试验合格。技术成果需标明商标序号及铭牌，包装需注明唛头标识、毛重净重及尺码品名。双方应严格履行技术保密义务，若因合资投资问题导致生产终止，剩余费用及争议应协商解决。,120,技术合同--技术转让合同,技术合同,技术转让合同,
20250401,63,63_专利技术实施许可合同,5082,许可方|被许可方|法人代表|委托代理|联系人|住所|通讯地址|电话|开户银行|账号,专利|专利号|专利名|技术资料|合同产品|销售额|净销售额|纯利润|改进技术,使用费|入门费|分期付|银行转|账号选|CPI调|税后金|代扣税|纳税证|支付期,许可方式|许可范围|技术交付|验收标|保密事|服务培|后续改|改进通|改进专|改进免|保密义|违约赔|解除通|赔偿金|停止侵|双倍赔|协助诉|专利转|备案责|材料协|保存份|不可抗|减轻损|通知方|证明出|延期履|部分履|合同终|税费约|争议解|友好协|调处决|法院诉|律师费|调查费|差旅费|财产执|合同生|合同变|合同终|特殊约|虚假证|赔偿请|授权书|转让知|备案期|预见解|公平解,本合同由许可方与被许可方共同签订，双方应提供法人代表授权委托书及联系人信息。合同载明各方住所、通讯地址、电话等联络方式，并确认开户银行及账号信息用于资金往来。双方承诺所提供的主体信息真实有效。,本合同涉及的标的为许可方持有的专利技术，包括专利号、专利名及相关技术资料。合同产品生产销售过程中产生的销售额、净销售额及纯利润均需按约定比例分配。双方在合作期间对改进技术享有共同权益，改进成果应纳入本合同管理范畴。,被许可方应支付专利使用费及入门费，可采用分期付款方式通过银行转账至指定账号。支付金额需按CPI指数调整，所有款项均为税后金额，代扣税款后应提供完税证明。支付期限按合同约定执行，逾期需承担违约责任。,本专利采用独占许可方式，限定在约定范围内实施。技术交付后需按验收标准确认，双方须履行保密义务。许可方应提供服务培训，对后续改进技术应及时通知。任何改进专利均需备案，改进方享有免费实施权。违约方需支付赔偿金直至停止侵权，严重违约需双倍赔偿。争议优先友好协商，协商不成可诉讼解决，败诉方承担律师费等费用。合同生效后非经双方同意不得变更，遇不可抗力可延期履行。合同终止时应完成专利转让通知及备案，特殊约定事项需单独签署补充协议。,105,技术合同--技术许可合同,技术合同,技术许可合同,
20250401,64,64_专利许可合同(样式二),3233,专利权人|被许可方|分许可权|独占许可|技术援助,专利号|专利技术|技术范围|技术资料|改进成果,使用费|分期支付|提成费|支付日期|税费扣缴,技术培训|技术服务|专利改进|技术使用|合同地区|出口国家|技术援助|专利维护|年费支付|起诉权|费用分摊|实施义务|竞争产品|技术资料|改进通知|专利申请,本合同主体为专利权人与被许可方，专利权人授予被许可方独占许可权，并允许其在特定条件下行使分许可权，同时提供必要的技术援助。,本合同标的为专利权人持有的专利号所涵盖的专利技术，包括技术范围、技术资料及后续改进成果。,合同价款包括使用费、提成费及其他相关费用，采用分期支付方式，具体支付日期及税费扣缴方式按约定执行。,被许可方享有技术培训、技术服务及专利改进的权利，可在合同地区及出口国家使用专利技术，但需履行实施义务，不得生产竞争产品。专利权人负责专利维护及年费支付，双方共同承担起诉权及费用分摊责任。被许可方需及时提交改进通知，并配合专利申请相关工作。,125,技术合同--技术许可合同,技术合同,技术许可合同,
20250401,65,65_融资租赁合同版本,3108,出租方|承租方|融资租赁|租赁委托|经济担保,租赁物件|规格型号|使用地点|数量明细|附表信息,总成本|美元额度|外币支付|调剂美元|租金计算|支付批次|银行划拨|外汇牌价|人民币结算|托收方式|名义货价|延付利息|保证金,租赁期限|所有权属|使用权限|续租条款|交货地点|验收期限|商检证明|质量保证|索赔权|维修保养|费用承担|损坏赔偿|保险手续|财产险|保险费|检验报告|索赔资料|保证金|合同变更|书面通知|租金调整|交货延迟|安装费用|使用风险|复原修理|更换部件|预定损失|保险事故|抵偿款项|合同解除|法律效力,本合同由出租方与承租方签订，采用融资租赁方式履行。承租方委托出租方办理租赁事宜，并由第三方提供经济担保，确保合同义务的履行。,本合同标的物为融资租赁物件，包括详细规格型号、使用地点及数量明细等具体信息，相关技术参数及交付要求详见合同附表信息。,合同总成本以美元额度计算，可采用外币支付或调剂美元方式结算。租金计算采用分期支付方式，通过银行划拨完成。支付依据外汇牌价折算人民币结算，采用托收方式收款。合同约定名义货价及延付利息计算标准，承租方需缴纳保证金作为履约担保。,租赁期限明确约定租赁物所有权属及使用权限，包含续租条款。交货地点、验收期限及商检证明要求明确。质量保证期内承租方享有索赔权，维修保养责任划分清晰。费用承担包括损坏赔偿、保险费（含财产险）等。检验报告及索赔资料需完整提供。合同变更需书面通知，租金调整条件明确。约定交货延迟责任、安装费用承担及使用风险划分。包含复原修理、更换部件等条款，预定损失处理方式及保险事故赔偿程序。明确抵偿款项计算、合同解除条件及法律效力条款。,120,租赁与融资租赁--融资租赁合同,租赁与融资租赁,融资租赁合同,
20250401,66,66_房屋租赁合同(医疗服务站),3360,出租方|承租方|社区卫生|医疗服务|法定代表人,房屋结构|楼层面积|房屋用途|装修状况|设施状况,租金标准|计租年度|年租金|月租金|支付方式|滞纳金|违约金|装修期,租赁期限|房屋交付|水电接入|装修施工|安全防范|消防标准|转租限制|物业管理|优先续租|合同终止|征收征用|营业执照|安全事故|房屋质量|权属证书|租金缴纳,本合同由出租方（甲方）XX公司/个人与承租方（乙方）XX公司/个人签订，双方均具备合法主体资格。出租方承诺房屋权属清晰，承租方需提供营业执照（如为企业）及法定代表人身份证明。社区卫生及医疗服务由物业或相关机构提供，不纳入本合同直接责任范围。,本合同标的为位于XX小区X栋X单元X层的房屋，建筑面积XX平方米，房屋用途为商业/住宅（根据实际情况填写）。该房屋为精装修/毛坯交付（根据实际情况选择），设施状况良好，包含基本水电、暖气、燃气等配套设施，具体以现场查验为准。,房屋租金标准为XX元/平方米/月，年租金总额XX元，按月/季/年支付（选择具体方式）。首期租金应于合同签订后X日内支付，后续租金于每月X日前缴纳。若逾期支付，需按日加收X%滞纳金；若单方违约，违约方需支付相当于X个月租金的违约金。承租方可享受X个月装修期，期间免收租金，但需承担物业管理费及其他费用。,租赁期限为X年，自XX年X月X日起至XX年X月X日止。出租方应于X日前完成房屋交付，并确保水电正常接入。承租方装修需符合消防标准，不得破坏房屋主体结构，施工前须向物业报备。未经出租方书面同意不得转租，物业管理费由承租方承担。合同期满后，承租方在同等条件下享有优先续租权。若遇政府征收征用或房屋质量问题导致合同无法履行，双方可协商终止。承租方须按时缴纳租金并办理营业执照（如商用），因安全事故或房屋权属纠纷导致的损失由责任方承担。,108,租赁与融资租赁--房屋租赁合同,租赁与融资租赁,房屋租赁合同,
20250401,67,67_辽宁省公共租赁住房租赁合同(示范文本LF—2011—0602),2331,出租方|承租方|产权人|家庭成员|保障对象,住房|建筑面积|设施设备|完好状态|附属设备,租金|滞纳金|押金|支付批次|支付方式|租金优惠|物业费|供暖费|水电费|煤气费|电视费,租赁期限|备案日期|居住用途|转租限制|装修限制|拆改限制|维修责任|消防安全|检查配合|退出条件|续租手续|费用结算|违约金|争议解决|合同解除|租金调整,本合同主体包括出租方（产权人）和承租方（保障对象），承租方可为个人或其家庭成员，双方均需履行各自权利义务。,本合同标的为出租方提供的住房，该住房建筑面积明确，设施设备齐全且保持完好状态，包括各类附属设备均符合使用要求。,合同价款包括租金、押金及可能产生的滞纳金，租金可按支付批次分期支付，支付方式灵活。租金优惠条件明确，承租方需承担物业费、供暖费、水电费、煤气费及电视费等费用。,租赁期限及备案日期明确，住房仅限居住用途，禁止转租。装修及拆改受限制，维修责任划分清晰。承租方需配合消防安全检查，遵守退出条件及续租手续。费用结算、违约金及争议解决条款完备，合同解除或租金调整需按约定执行。,107,租赁与融资租赁合同--房屋租赁合同,租赁与融资租赁合同,房屋租赁合同,
20250401,68,68_租赁合同,3611,出租方|承租方|卖方|经济担保人,租赁物件|型号|规格|数量|制造厂商|交货地点|安装地点,租金总额|每期租金|租赁保证金|名义货价|手续费|美元额度|外币支付|调剂美元|银行划拨|托收|利息|赔偿金,租赁期限|交货条件|卸货港|验收期限|质量保证|索赔权|维修保养|设备状态|费用承担|毁损风险|保险手续|财产险|保险事故|检验报告|索赔事宜|租赁保证金|经济担保|争议解决|合同附件|书面形式,本合同涉及的主体包括出租方XX、承租方XX、卖方XX及经济担保人XX。,本合同标的为租赁物件，包括型号为XX、规格为XX的设备共计XX台，由XX制造厂商生产。交货地点为XX，安装地点为XX。,合同价款包括租金总额XX元，每期租金XX元，租赁保证金XX元，名义货价XX元，手续费XX元。支付方式包括美元额度XX元，外币支付XX元，调剂美元XX元，银行划拨XX元，托收XX元。利息按XX计算，逾期支付需支付赔偿金XX元。,租赁期限为XX年，交货条件为XX，卸货港为XX，验收期限为XX天。质量保证期为XX个月，承租方享有索赔权。维修保养由XX负责，设备状态需符合XX标准。费用承担包括XX，毁损风险由XX承担。保险手续由XX办理，包括财产险XX，保险事故处理按XX执行。检验报告需在XX天内提交，索赔事宜按XX处理。租赁保证金为XX元，经济担保由XX提供。争议解决方式为XX，合同附件包括XX，所有变更需以书面形式确认。,105,租赁与融资租赁合同--设备租赁合同,租赁与融资租赁合同,设备租赁合同,
20250401,69,69_网站建设合同(样式一),3209,企业材料|图片清晰|业务内容|系统开发|设计人员|项目管理|网站开发|虚拟主机|信息传播|域名管理,首页设计|二级页面|内容页面|网站建设|网页制作|网站版权|源程序|代码所有权|虚拟主机|域名注册,总金额|人民币|合同款|首付款|建设款|余款|支付方式|付款期限|逾期十日|单方终止,材料完整|图片清晰|业务了解|书面反馈|签名认可|进度控制|备份资料|国家法律|社会公益|版权归属|源程序|代码所有|虚拟主机|域名管理|账号密码|信息设备|按时完成|完全产权|保密资料|随意更改|原始资料|样稿保密|合同价款|逾期终止|系统安全|错误修改|业务沟通|正常使用|营业数据|管理培训|扩展服务|平台安全|设备故障|信息更正|通讯服务|赔偿损失|免费维护|添加文字|删除文字|修改文字|功能完善|网站结构|设计风格|功能模块|项目进度|材料齐全|设计认可|工作周期|网上发布|浏览器|网址输入|资料拖延|定稿拖延|验收程序|上传主机|验收通知|验收标准|文字拼写|图片错误|数据库|运行稳定|维护方便|验收期限|验收合格|修改功能|主页风格|系统分析|开发制作|收费标准|资料提交|共同执行|进度表|系统分析|单方违约|合同保密|知识产权|完全违约|仲裁解决|电信检修|政策调整|自然灾害|不可抗力|合同生效|补充条款|法律效力,本合同主体为具备企业材料齐全、业务内容明确的委托方，与具有系统开发能力的承接方。承接方需配备专业设计人员和项目管理团队，负责网站开发全过程。双方共同负责虚拟主机管理和域名管理事宜，确保信息传播的合法合规性。,本合同标的包括网站首页设计、二级页面及内容页面的制作，涵盖完整的网站建设服务。具体包括网页制作、网站版权归属、源程序及代码所有权的转让，同时提供虚拟主机服务和域名注册等配套服务。,合同总金额为人民币XX元整。支付方式为分期付款：首付款占合同款的XX%，于合同签订后支付；建设款XX%在项目中期支付；余款XX%在验收合格后结清。付款期限为各阶段完成后十日内，逾期十日未付款视为单方终止合同。,委托方需提供材料完整、图片清晰的原始资料，并对业务内容进行充分说明。承接方需按时完成工作，保证网站结构合理、设计风格统一、功能模块完善。双方应共同执行项目进度表，按验收标准进行验收。若出现资料拖延或定稿拖延，需承担相应责任。验收合格后，承接方需提供免费维护服务，确保网站运行稳定。任何单方违约需赔偿损失，争议通过仲裁解决。合同生效后，补充条款具有同等法律效力，知识产权归属按约定执行。,115,网络信息技术合同--网站建设合同,网络信息技术合同,网站建设合同,
20250401,70,70_行业商务互联网二级中心授权合同,2750,一级中心|二级中心|法人代表|营业执照|注册地点|邮政编码|特许经营|加盟单位,授权经营|区域二级中心|专有商标|软件产品|标准平台|中文网址|中文邮箱|技术支持|市场支持|技术培训|业务培训,应用费|人民币|首付款|余款|长期加盟|年度加盟|汇款|支付期限|到账日,经营区域|授权区域|业务拓展|特许内容|市场通报|技术热线|安装调试|系统运行|软件开发|价格政策|用户开拓|营销方案|项目实施|市场监督|品牌维护|打假行动|教育培训|广告宣传|促销活动|解决方案,本合同主体为一级中心与二级中心，二级中心需具备法人代表资格，提供营业执照并明确注册地点及邮政编码。二级中心作为特许经营加盟单位，需遵守一级中心的管理规范。,本合同标的为一级中心授权二级中心在指定区域内使用专有商标、软件产品和标准平台开展特许经营活动，包括提供中文网址、中文邮箱等技术支持，以及市场支持、技术培训和业务培训等配套服务。,合同价款包括应用费、首付款及余款，以人民币结算。支付方式可选择长期加盟或年度加盟，具体金额及支付期限以合同约定为准。款项需通过汇款方式支付，到账日以银行记录为准。,二级中心在授权区域内开展业务拓展，享有特许内容规定的权益，同时需履行市场通报、技术热线支持、安装调试及系统维护等义务。一级中心提供软件开发、价格政策指导及用户开拓支持，并监督二级中心的营销方案、项目实施及市场行为。双方共同维护品牌形象，开展打假行动、教育培训、广告宣传及促销活动，确保解决方案的有效实施。,85,企业组织经营合同--特许经营合同,企业组织经营合同,特许经营合同,
20250401,71,71_软件销售合同(样式八),1588,销售|购买|企业|管理|信息化|用友|软件|公司|甲方|乙方,产品|版本|单位|用户数|数量|单价|金额|软件|服务|数据|升级|实施|天数|费用,总额|定金|余款|支付|分期|转账|发票|人民币|大写|小写|百分比|金额,安装|调试|验收|异议|维护|备份|异常|故障|实施|计划|数据|准备|导入|版本|服务|电话|远程|上门|回访|响应|时间|报修|解决|技术|人员|季度|定期|免费|有偿|标准|收费,本合同由甲方（购买方：XX集团有限公司）与乙方（销售方：用友软件股份有限公司）共同签订。甲方系从事制造业的企业法人，乙方为专业提供企业管理信息化解决方案的软件服务商。,"本合同标的为用友企业信息化管理软件（版本V3.0）及相关服务，包括软件产品（按用户数计费，基础版100用户）、数据升级服务、系统实施服务（预计实施周期15个工作日）。其中软件产品单价为8,800元/套，实施服务费用按28,000元/天计算，总金额为人民币壹佰贰拾万元整（小写：1,200,000元）。","合同总金额为人民币1,200,000元（大写：壹佰贰拾万元整），支付方式为：合同签订后3个工作日内支付30%定金（360,000元），系统验收合格后支付60%余款（720,000元），剩余10%作为质保金（120,000元）于服务期满后支付。所有款项均以银行转账方式支付，乙方应开具合法有效发票。",乙方负责软件的安装调试及数据导入工作，应在签约后20个工作日内完成系统实施。甲方应在3个工作日内完成验收，逾期未提出书面异议视为验收合格。服务内容包括：7×24小时电话技术支持、季度定期回访、5×8小时远程服务，紧急故障4小时内上门处理。数据备份服务按标准收费，系统异常处理响应时间不超过2小时。有偿服务收费标准为技术人员800元/人/天。,90,买卖合同--软件销售合同,买卖合同,软件销售合同,
20250401,72,72_网络设施及信息化服务合同,1969,委托方|服务方|信息网|企业客户|网络服务,网络设施|信息化|网站推广|搜索引擎|域名注册,项目款|一次性|全额退|价格调整|补充协议|银行转账|邮局汇款|费用合计|年度费用,及时生效|效果承诺|访问失败|内容不符|收录失败|排名靠后|申请失败|免费登录|生效时间|价格标准|协议延长|书面变更|主体消失|不可抗力|减少损失|间接损失,本合同由委托方（企业客户）与服务方（信息网或网络服务提供商）共同签订，双方就网络服务相关事宜达成协议。,本合同标的为网络设施建设及信息化服务，包括网站推广、搜索引擎优化及域名注册等网络技术服务。,合同价款包括项目款、年度费用等，支付方式可选择银行转账或邮局汇款。费用合计后，委托方可选择一次性支付或分期支付。若因服务方原因导致合同无法履行，应全额退款；价格调整或支付方式变更需签订补充协议。,本合同自签署后及时生效，服务方承诺提供符合约定的网络推广效果，如出现访问失败、内容不符、收录失败、排名靠后或申请失败等情况，服务方应承担相应责任。委托方可享受免费登录等权益。协议生效时间、价格标准等条款需明确约定，若需变更或延长协议期限，须经双方书面确认。如遇主体消失、不可抗力等情形，双方应协商减少损失，但服务方不承担间接损失责任。,101,服务合同--网络电信服务合同,服务合同,网络电信服务合同,
20250401,73,73_中国证券登记结算有限责任公司结算参与人结算协议,4247,结算参与人|证券经营|自营业务|经纪业务|证券登记|证券交易|证券账户|证券质押|证券回购|证券清算|证券交收|证券划拨|证券资金|证券权益|证券违约,证券结算|资金结算|结算业务|质押券|结算账户|结算备付金|证券交收|债券回购|结算数据|清算交收|结算风险|结算保证金|结算平台|结算指令|结算系统,结算利息|结算费用|结算资金|结算备付金|结算保证金|结算划款|结算扣划|结算追偿|结算赔偿|结算违约金|结算超额|结算限额|结算存款|结算利率|结算支付,开立账户|资金划拨|质押提交|交收责任|清算数据|交收指令|结算核对|结算记录|结算限制|结算暂停|结算处分|结算补购|结算注销|结算终止|结算延续|结算备份|结算差错|结算补救|结算扣划|结算追偿|结算赔偿|结算超额|结算限额|结算存款|结算利率|结算支付,本合同主体为结算参与人，包括从事证券经营业务的机构，涵盖自营业务与经纪业务范畴。涉及证券登记、证券交易账户管理、证券质押与回购操作，以及证券清算、交收、划拨等流程。同时明确证券资金权益归属及证券违约处理责任。,本合同标的为证券结算与资金结算业务，包括质押券管理、结算账户操作及结算备付金划转等。具体涵盖证券交收、债券回购、结算数据核对及清算交收流程，同时涉及结算风险管理、结算保证金缴纳、结算平台使用、结算指令执行及结算系统维护等相关服务内容。,合同价款与支付条款包括结算利息计算、结算费用收取及结算资金划付等内容。明确结算备付金与保证金的缴存标准，约定结算划款、扣划及追偿程序，并规定结算赔偿、违约金计算方式。同时列明结算超额处理、限额管理、存款利率及支付流程等财务事项。”,交易条款规定开立结算账户、资金划拨流程及质押提交要求，明确交收责任与清算数据核对义务。包括交收指令发送、结算记录保存、限制与暂停条件，以及结算处分、补购与注销程序。同时约定结算终止或延续条件，要求数据备份并制定差错补救方案，详细规定扣划、追偿、赔偿等争议处理机制及超额资金管理规则。,125,银行业务合同--银行结算合同,银行业务合同,银行结算合同,
20250401,74,74_期货委托合同,3044,证券公司|代理人|委托人|法人代表|授权人,商品买卖|期货交易|订单执行|实货交付|保证金,初始保证金|追加保证金|交易佣金|货款支付|结算价,委托代理|契约订立|授权终止|费用承担|订单核实|保证金调整|平仓结算|通讯费用|手续办理|印鉴留存|联络登记|订单报表|文件格式|契约修改|法律诉讼|交易规则,本合同主体包括证券公司、代理人、委托人、法人代表及授权人，各方依据授权关系履行相应权利义务。,本合同标的为商品买卖及期货交易，包括订单执行与实货交付，交易过程中需缴纳保证金以确保履约。,合同价款与支付涉及初始保证金、追加保证金、交易佣金及货款支付，最终结算以市场结算价为准。,本合同交易条款涵盖委托代理、契约订立、授权终止、费用承担及订单核实等事项，并规定保证金调整、平仓结算、通讯费用及手续办理等操作细则。此外，印鉴留存、联络登记、订单报表及文件格式需符合约定，契约修改、法律诉讼及交易规则适用相关法律法规。,105,证券期货合同（投资理财合同）--期货交易合同,证券期货合同（投资理财合同）,期货交易合同,
20250401,75,75_现货合同,3119,生产企业|会员|买方|卖方|交易市场|指定仓库,阴极铜|铝锭|锌锭|铅锭|质量标准|交易单位|报价单位|交割单位,初始定金|合同价值|人民币|支付货款|结算日|增值税发票|货款结算,交易时间|价格限制|交易手续费|交割手续费|最后交易|标准交割|最小交割|溢短限制|交割地点|交割品牌|质量异议|仓单|升贴水|转让合同|违约处理|质检部门,本合同交易主体包括生产企业、会员单位、买方和卖方，交易通过指定的交易市场进行。产品交割需在合同约定的指定仓库完成。,本合同标的物包括阴极铜、铝锭、锌锭、铅锭等金属产品，所有产品均需符合约定的质量标准。交易以标准单位进行，报价单位为人民币元/吨，交割单位为整数吨位。,合同价款以人民币计算，买方需支付初始定金。货款结算日为合同约定的结算日，买方应在规定时间内支付货款，卖方需提供增值税发票。合同价值按实际交易数量计算。,交易在约定时间内进行，设有价格限制。交易需支付交易手续费和交割手续费。最后交易日为合同规定日期，采用标准交割方式，最小交割量为约定数量，允许在溢短限制范围内浮动。交割地点为指定仓库，交割品牌需符合约定。如对质量有异议，可提交质检部门复检。交易使用仓单制度，允许升贴水调整。合同可按规定转让，违约按约定处理。,85,买卖合同--工矿产品买卖合同,买卖合同,工矿产品买卖合同,
